rank,mode,lower_value,upper_value,value,bfi,output_q16,normalized_output,delta_q16_from_prev
2779,blend8,15,95,95,4,8179,0.12480354009308003,1
2780,blend8,9,120,120,4,8180,0.12481879911497673,1
2781,blend8,19,34,34,1,8184,0.12487983520256352,4
2782,blend8,3,50,50,2,8186,0.12491035324635691,2
2783,blend8,22,37,37,2,8189,0.124956130312047,3
2784,blend8,26,35,35,2,8193,0.12501716639963378,4
2785,blend8,9,64,64,3,8195,0.12504768444342718,2
2786,blend8,16,92,92,4,8196,0.12506294346532387,1
2787,blend8,4,38,38,1,8198,0.12509346150911727,2
2788,blend8,22,68,68,4,8199,0.12510872053101396,1
2789,blend8,18,40,40,2,8201,0.12513923857480735,2
2790,blend8,25,33,33,1,8203,0.12516975661860075,2
2791,blend8,23,65,65,4,8205,0.12520027466239414,2
2792,blend8,17,89,89,4,8206,0.12521553368429084,1
2793,blend8,4,72,72,3,8208,0.12524605172808423,2
2794,blend8,15,42,42,2,8210,0.12527656977187762,2
2795,blend8,12,44,44,2,8212,0.12530708781567101,2
2796,blend8,28,45,45,4,8213,0.1253223468375677,1
2797,blend8,11,112,112,4,8214,0.1253376058594644,1
2798,blend8,13,59,59,3,8215,0.1253528648813611,1
2799,blend8,8,37,37,1,8217,0.1253833829251545,2
2800,blend8,6,133,133,4,8220,0.12542915999084459,3
2801,blend8,12,36,36,1,8222,0.12545967803463798,2
2802,blend8,3,146,146,4,8225,0.12550545510032807,3
2803,blend8,7,129,129,4,8226,0.12552071412222476,1
2804,blend8,11,62,62,3,8227,0.12553597314412146,1
2805,blend8,20,48,48,3,8229,0.12556649118791485,2
2806,blend8,4,142,142,4,8233,0.12562752727550164,4
2807,blend8,22,45,45,3,8234,0.12564278629739833,1
2808,blend8,15,96,96,4,8235,0.12565804531929503,1
2809,blend8,14,43,43,2,8236,0.12567330434119173,1
2810,blend8,13,36,36,1,8238,0.12570382238498512,2
2811,blend8,23,44,44,3,8241,0.1257495994506752,3
2812,blend8,15,56,56,3,8245,0.125810635538262,4
2813,blend8,8,125,125,4,8246,0.1258258945601587,1
2814,blend8,9,46,46,2,8248,0.12585641260395208,2
2815,blend8,17,41,41,2,8250,0.12588693064774548,2
2816,blend8,29,32,32,1,8253,0.12593270771343557,3
2817,blend8,26,33,33,1,8255,0.12596322575722896,2
2818,blend8,13,105,105,4,8256,0.12597848477912565,1
2819,blend8,19,50,50,3,8258,0.12600900282291905,2
2820,blend8,11,113,113,4,8259,0.12602426184481574,1
2821,blend8,7,68,68,3,8260,0.12603952086671244,1
2822,blend8,17,35,35,1,8262,0.12607003891050583,2
2823,blend8,21,47,47,3,8264,0.12610055695429923,2
2824,blend8,28,34,34,2,8267,0.12614633401998931,3
2825,blend8,17,53,53,3,8268,0.126161593041886,1
2826,blend8,7,48,48,2,8270,0.1261921110856794,2
2827,blend8,21,34,34,1,8271,0.1262073701075761,1
2828,blend8,3,147,147,4,8273,0.1262378881513695,2
2829,blend8,24,33,33,1,8274,0.1262531471732662,1
2830,blend8,1,78,78,3,8276,0.12628366521705958,2
2831,blend8,13,44,44,2,8278,0.12631418326085297,2
2832,blend8,2,39,39,1,8280,0.12634470130464637,2
2833,blend8,5,38,38,1,8283,0.12639047837033646,3
2834,fill8,0,31,31,0,8286,0.12643625543602655,3
2835,blend8,2,152,152,4,8290,0.12649729152361333,4
2836,blend8,5,49,49,2,8295,0.1265735866330968,5
2837,blend8,9,37,37,1,8297,0.1266041046768902,2
2838,blend8,31,32,32,2,8298,0.1266193636987869,1
2839,blend8,25,42,42,3,8300,0.1266498817425803,2
2840,blend8,10,118,118,4,8302,0.1266803997863737,2
2841,blend8,4,50,50,2,8304,0.12671091783016708,2
2842,blend8,15,99,99,4,8305,0.12672617685206378,1
2843,blend8,18,52,52,3,8306,0.12674143587396047,1
2844,blend8,30,32,32,1,8307,0.12675669489585717,1
2845,blend8,16,42,42,2,8309,0.12678721293965056,2
2846,blend8,10,37,37,1,8311,0.12681773098344395,2
2847,blend8,9,65,65,3,8312,0.12683299000534065,1
2848,blend8,8,47,47,2,8314,0.12686350804913404,2
2849,blend8,27,35,35,2,8316,0.12689402609292744,2
2850,blend8,27,33,33,1,8318,0.12692454413672083,2
2851,blend8,30,38,38,4,8319,0.12693980315861753,1
2852,blend8,13,106,106,4,8323,0.1270008392462043,4
2853,blend8,6,135,135,4,8324,0.127016098268101,1
2854,blend8,20,49,49,3,8326,0.1270466163118944,2
2855,blend8,9,124,124,4,8328,0.1270771343556878,2
2856,blend8,18,35,35,1,8330,0.12710765239948119,2
2857,blend8,3,148,148,4,8331,0.12712291142137788,1
2858,blend8,6,38,38,1,8332,0.12713817044327458,1
2859,blend8,8,67,67,3,8333,0.12715342946517127,1
2860,blend8,22,46,46,3,8335,0.12718394750896467,2
2861,blend8,1,53,53,2,8339,0.12724498359655145,4
2862,blend8,20,79,79,4,8340,0.12726024261844815,1
2863,blend8,8,128,128,4,8342,0.12729076066224154,2
2864,blend8,31,32,32,1,8344,0.12732127870603493,2
2865,blend8,19,82,82,4,8345,0.12733653772793163,1
2866,blend8,2,153,153,4,8346,0.12735179674982833,1
2867,blend8,24,44,44,3,8347,0.12736705577172502,1
2868,blend8,0,40,40,1,8349,0.12739757381551842,2
2869,blend8,1,40,40,1,8351,0.1274280918593118,2
2870,blend8,9,66,66,3,8354,0.1274738689250019,3
2871,blend8,6,71,71,3,8357,0.127519645990692,3
2872,blend8,22,34,34,1,8359,0.12755016403448538,2
2873,blend8,12,45,45,2,8361,0.12758068207827877,2
2874,blend8,3,39,39,1,8363,0.12761120012207217,2
2875,blend8,30,33,33,2,8366,0.12765697718776225,3
2876,blend8,29,43,43,4,8368,0.12768749523155565,2
2877,blend8,15,43,43,2,8370,0.12771801327534904,2
2878,blend8,13,107,107,4,8371,0.12773327229724574,1
2879,blend8,11,37,37,1,8375,0.12779430838483252,4
2880,blend8,7,69,69,3,8377,0.12782482642862592,2
2881,blend8,28,33,33,1,8378,0.1278400854505226,1
2882,blend8,21,39,39,2,8380,0.127870603494316,2
2883,blend8,18,53,53,3,8381,0.1278858625162127,1
2884,blend8,15,36,36,1,8382,0.1279011215381094,1
2885,blend8,6,136,136,4,8383,0.1279163805600061,1
2886,blend8,3,76,76,3,8384,0.1279316395819028,1
2887,blend8,5,72,72,3,8385,0.12794689860379949,1
2888,blend8,3,149,149,4,8386,0.12796215762569618,1
2889,blend8,7,38,38,1,8387,0.12797741664759288,1
2890,blend8,4,145,145,4,8388,0.12799267566948958,1
2891,blend8,2,52,52,2,8389,0.12800793469138627,1
2892,blend8,4,74,74,3,8392,0.12805371175707636,3
2893,blend8,25,61,61,4,8396,0.12811474784466315,4
2894,blend8,5,141,141,4,8398,0.12814526588845654,2
2895,blend8,14,44,44,2,8399,0.12816052491035324,1
2896,blend8,24,65,65,4,8403,0.12822156099794002,4
2897,blend8,11,46,46,2,8406,0.1282673380636301,3
2898,blend8,25,43,43,3,8408,0.1282978561074235,2
2899,blend8,25,34,34,1,8410,0.1283283741512169,2
2900,blend8,29,44,44,4,8411,0.1283436331731136,1
2901,blend8,6,137,137,4,8413,0.12837415121690698,2
2902,blend8,19,35,35,1,8415,0.12840466926070038,2
2903,blend8,8,68,68,3,8416,0.12841992828259707,1
2904,blend8,2,78,78,3,8417,0.12843518730449377,1
2905,blend8,9,47,47,2,8418,0.12845044632639047,1
2906,blend8,29,34,34,2,8420,0.12848096437018386,2
2907,blend8,28,35,35,2,8425,0.12855725947966734,5
2908,blend8,20,35,35,1,8427,0.12858777752346073,2
2909,blend8,5,50,50,2,8429,0.12861829556725413,2
2910,blend8,22,47,47,3,8431,0.12864881361104752,2
2911,blend8,8,48,48,2,8432,0.12866407263294422,1
2912,blend8,8,38,38,1,8434,0.1286945906767376,2
2913,blend8,12,37,37,1,8436,0.128725108720531,2
2914,blend8,14,104,104,4,8437,0.1287403677424277,1
2915,blend8,7,133,133,4,8438,0.1287556267643244,1
2916,blend8,23,46,46,3,8439,0.1287708857862211,1
2917,blend8,4,39,39,1,8441,0.12880140383001448,2
2918,blend8,8,129,129,4,8443,0.12883192187380788,2
2919,blend8,5,142,142,4,8444,0.12884718089570457,1
2920,blend8,4,146,146,4,8447,0.12889295796139466,3
2921,blend8,17,55,55,3,8448,0.12890821698329138,1
2922,blend8,11,117,117,4,8449,0.12892347600518808,1
2923,blend8,2,155,155,4,8451,0.12895399404898147,2
2924,blend8,23,38,38,2,8453,0.12898451209277487,2
2925,blend8,13,45,45,2,8455,0.12901503013656826,2
2926,blend8,11,118,118,4,8458,0.12906080720225835,3
2927,blend8,12,113,113,4,8460,0.12909132524605174,2
2928,blend8,13,37,37,1,8462,0.12912184328984513,2
2929,blend8,1,80,80,3,8464,0.12915236133363853,2
2930,blend8,22,72,72,4,8465,0.12916762035553522,1
2931,blend8,13,61,61,3,8467,0.12919813839932862,2
2932,blend8,7,70,70,3,8469,0.129228656443122,2
2933,blend8,17,36,36,1,8471,0.1292591744869154,2
2934,blend8,28,39,39,3,8472,0.1292744335088121,1
2935,blend8,21,35,35,1,8474,0.1293049515526055,2
2936,blend8,10,47,47,2,8476,0.12933546959639888,2
2937,blend8,19,41,41,2,8477,0.12935072861829558,1
2938,blend8,0,54,54,2,8478,0.12936598764019228,1
2939,blend8,22,39,39,2,8479,0.12938124666208897,1
2940,blend8,27,36,36,2,8481,0.12941176470588237,2
2941,blend8,30,41,41,4,8482,0.12942702372777906,1
2942,blend8,3,151,151,4,8485,0.12947280079346915,3
2943,blend8,4,51,51,2,8486,0.12948805981536585,1
2944,blend8,24,34,34,1,8488,0.12951857785915924,2
2945,blend8,2,40,40,1,8490,0.12954909590295263,2
2946,blend8,14,105,105,4,8491,0.12956435492484933,1
2947,blend8,2,79,79,3,8495,0.12962539101243611,4
2948,blend8,4,147,147,4,8497,0.1296559090562295,2
2949,blend8,18,90,90,4,8498,0.1296711680781262,1
2950,blend8,7,49,49,2,8500,0.1297016861219196,2
2951,blend8,5,73,73,3,8501,0.1297169451438163,1
2952,blend8,10,122,122,4,8502,0.129732204165713,1
2953,blend8,4,148,148,4,8505,0.12977798123140308,3
2954,blend8,9,67,67,3,8507,0.12980849927519647,2
2955,blend8,1,161,161,4,8509,0.12983901731898986,2
2956,blend8,15,44,44,2,8512,0.12988479438467995,3
2957,blend8,9,38,38,1,8514,0.12991531242847335,2
2958,blend8,5,39,39,1,8516,0.12994583047226674,2
2959,blend8,9,48,48,2,8517,0.12996108949416343,1
2960,blend8,1,54,54,2,8518,0.12997634851606013,1
2961,blend8,30,34,34,2,8519,0.12999160753795683,1
2962,blend8,2,53,53,2,8523,0.1300526436255436,4
2963,blend8,10,38,38,1,8524,0.1300679026474403,1
2964,blend8,3,52,52,2,8526,0.1300984206912337,2
2965,blend8,8,69,69,3,8528,0.1301289387350271,2
2966,blend8,27,34,34,1,8530,0.1301594567788205,2
2967,blend8,18,36,36,1,8533,0.13020523384451058,3
2968,blend8,18,54,54,3,8535,0.13023575188830397,2
2969,blend8,6,39,39,1,8540,0.13031204699778745,5
2970,blend8,7,135,135,4,8541,0.13032730601968415,1
2971,blend8,18,42,42,2,8542,0.13034256504158084,1
2972,blend8,9,127,127,4,8543,0.13035782406347754,1
2973,blend8,19,86,86,4,8545,0.13038834210727093,2
2974,blend8,0,41,41,1,8547,0.13041886015106433,2
2975,blend8,10,66,66,3,8549,0.13044937819485772,2
2976,blend8,12,46,46,2,8550,0.13046463721675441,1
2977,blend8,5,144,144,4,8551,0.1304798962386511,1
2978,blend8,6,50,50,2,8552,0.1304951552605478,1
2979,blend8,23,39,39,2,8554,0.1305256733043412,2
2980,fill8,0,32,32,0,8555,0.1305409323262379,1
2981,blend8,22,35,35,1,8556,0.1305561913481346,1
2982,blend8,1,41,41,1,8560,0.13061722743572138,4
2983,blend8,11,47,47,2,8561,0.13063248645761807,1
2984,blend8,14,60,60,3,8562,0.13064774547951477,1
2985,blend8,10,123,123,4,8564,0.13067826352330816,2
2986,blend8,14,45,45,2,8566,0.13070878156710156,2
2987,blend8,11,38,38,1,8568,0.13073929961089495,2
2988,blend8,3,40,40,1,8570,0.13076981765468834,2
2989,blend8,22,48,48,3,8571,0.13078507667658504,1
2990,blend8,25,38,38,2,8573,0.13081559472037843,2
2991,blend8,29,35,35,2,8575,0.13084611276417182,2
2992,blend8,19,53,53,3,8576,0.13086137178606852,1
2993,blend8,3,77,77,3,8577,0.13087663080796522,1
2994,blend8,31,33,33,1,8578,0.1308918898298619,1
2995,blend8,21,78,78,4,8579,0.1309071488517586,1
2996,blend8,28,36,36,2,8580,0.1309224078736553,1
2997,blend8,14,61,61,3,8582,0.1309529259174487,2
2998,blend8,19,87,87,4,8583,0.1309681849393454,1
2999,blend8,26,43,43,3,8585,0.1309987029831388,2
3000,blend8,24,46,46,3,8587,0.13102922102693218,2
3001,blend8,17,43,43,2,8589,0.13105973907072557,2
3002,blend8,16,58,58,3,8590,0.13107499809262227,1
3003,blend8,4,149,149,4,8592,0.13110551613641566,2
3004,blend8,7,39,39,1,8594,0.13113603418020905,2
3005,blend8,15,37,37,1,8596,0.13116655222400245,2
3006,blend8,31,39,39,4,8597,0.13118181124589914,1
3007,blend8,5,51,51,2,8599,0.13121232928969254,2
3008,blend8,14,107,107,4,8600,0.13122758831158923,1
3009,blend8,12,116,116,4,8601,0.13124284733348593,1
3010,blend8,0,162,162,4,8602,0.13125810635538263,1
3011,blend8,4,76,76,3,8603,0.13127336537727932,1
3012,blend8,31,35,35,3,8604,0.13128862439917602,1
3013,blend8,3,53,53,2,8606,0.1313191424429694,2
3014,blend8,19,36,36,1,8608,0.1313496604867628,2
3015,blend8,0,81,81,3,8610,0.1313801785305562,2
3016,blend8,17,95,95,4,8611,0.1313954375524529,1
3017,blend8,5,145,145,4,8612,0.1314106965743496,1
3018,blend8,16,100,100,4,8613,0.13142595559624629,1
3019,blend8,9,68,68,3,8617,0.13148699168383307,4
3020,blend8,24,39,39,2,8618,0.13150225070572977,1
3021,blend8,22,75,75,4,8619,0.13151750972762646,1
3022,blend8,13,46,46,2,8620,0.13153276874952316,1
3023,blend8,4,52,52,2,8622,0.13156328679331655,2
3024,blend8,11,120,120,4,8623,0.13157854581521325,1
3025,blend8,32,33,33,1,8625,0.13160906385900664,2
3026,blend8,8,49,49,2,8627,0.13163958190280003,2
3027,blend8,0,55,55,2,8631,0.13170061799038682,4
3028,blend8,27,57,57,4,8632,0.13171587701228352,1
3029,blend8,0,163,163,4,8633,0.1317311360341802,1
3030,blend8,25,35,35,1,8634,0.1317463950560769,1
3031,blend8,2,158,158,4,8637,0.131792172121767,3
3032,blend8,16,37,37,1,8639,0.1318226901655604,2
3033,blend8,27,37,37,2,8641,0.13185320820935378,2
3034,blend8,31,34,34,2,8642,0.13186846723125048,1
3035,blend8,32,34,34,3,8644,0.13189898527504387,2
3036,blend8,19,42,42,2,8646,0.13192950331883727,2
3037,blend8,13,38,38,1,8648,0.13196002136263066,2
3038,blend8,23,35,35,1,8650,0.13199053940642405,2
3039,blend8,12,38,38,1,8651,0.13200579842832075,1
3040,blend8,4,40,40,1,8653,0.13203631647211414,2
3041,blend8,6,51,51,2,8655,0.13206683451590753,2
3042,blend8,11,66,66,3,8656,0.13208209353780423,1
3043,blend8,17,57,57,3,8658,0.13211261158159762,2
3044,blend8,19,89,89,4,8660,0.13214312962539101,2
3045,blend8,8,133,133,4,8662,0.1321736476691844,2
3046,blend8,16,102,102,4,8663,0.1321889066910811,1
3047,blend8,22,40,40,2,8665,0.1322194247348745,2
3048,blend8,8,39,39,1,8667,0.1322499427786679,2
3049,blend8,26,38,38,2,8670,0.13229571984435798,3
3050,blend8,2,54,54,2,8672,0.13232623788815137,2
3051,blend8,2,159,159,4,8674,0.13235675593194476,2
3052,blend8,17,37,37,1,8677,0.13240253299763485,3
3053,blend8,1,163,163,4,8678,0.13241779201953155,1
3054,blend8,29,39,39,3,8679,0.13243305104142825,1
3055,blend8,26,44,44,3,8681,0.13246356908522164,2
3056,blend8,7,136,136,4,8682,0.13247882810711833,1
3057,blend8,3,155,155,4,8683,0.13249408712901503,1
3058,blend8,29,34,34,1,8684,0.13250934615091173,1
3059,blend8,21,80,80,4,8685,0.13252460517280842,1
3060,blend8,0,164,164,4,8688,0.1325703822384985,3
3061,blend8,20,86,86,4,8689,0.1325856412603952,1
3062,blend8,3,78,78,3,8694,0.1326619363698787,5
3063,blend8,9,39,39,1,8695,0.1326771953917754,1
3064,blend8,9,69,69,3,8696,0.13269245441367208,1
3065,blend8,4,77,77,3,8698,0.13272297245746548,2
3066,blend8,26,35,35,1,8700,0.13275349050125887,2
3067,blend8,14,38,38,1,8702,0.13278400854505226,2
3068,blend8,24,35,35,1,8704,0.13281452658884565,2
3069,blend8,12,119,119,4,8705,0.13282978561074235,1
3070,blend8,2,41,41,1,8707,0.13286030365453574,2
3071,blend8,23,40,40,2,8710,0.13290608072022583,3
3072,blend8,11,123,123,4,8712,0.13293659876401923,2
3073,blend8,4,151,151,4,8713,0.13295185778591592,1
3074,blend8,1,83,83,3,8714,0.13296711680781262,1
3075,blend8,13,63,63,3,8716,0.132997634851606,2
3076,blend8,16,59,59,3,8717,0.1330128938735027,1
3077,blend8,25,39,39,2,8719,0.1330434119172961,2
3078,blend8,9,130,130,4,8720,0.1330586709391928,1
3079,blend8,4,152,152,4,8722,0.1330891889829862,2
3080,blend8,5,147,147,4,8723,0.13310444800488289,1
3081,blend8,2,80,80,3,8724,0.13311970702677958,1
3082,blend8,5,40,40,1,8726,0.13315022507057298,2
3083,blend8,7,138,138,4,8729,0.13319600213626306,3
3084,blend8,10,39,39,1,8733,0.13325703822384985,4
3085,blend8,11,67,67,3,8735,0.13328755626764324,2
3086,blend8,29,36,36,2,8736,0.13330281528953994,1
3087,blend8,32,34,34,2,8738,0.13333333333333333,2
3088,blend8,6,40,40,1,8740,0.13336385137712672,2
3089,blend8,3,156,156,4,8742,0.13339436942092012,2
3090,blend8,6,74,74,3,8743,0.1334096284428168,1
3091,blend8,30,34,34,1,8745,0.1334401464866102,2
3092,blend8,27,35,35,1,8750,0.1335164415960937,5
3093,blend8,20,42,42,2,8752,0.13354695963988708,2
3094,blend8,23,49,49,3,8754,0.13357747768368047,2
3095,blend8,6,144,144,4,8755,0.13359273670557717,1
3096,blend8,18,37,37,1,8756,0.13360799572747387,1
3097,blend8,15,61,61,3,8757,0.13362325474937056,1
3098,blend8,5,52,52,2,8759,0.13365377279316396,2
3099,blend8,8,135,135,4,8760,0.13366903181506065,1
3100,blend8,22,36,36,1,8761,0.13368429083695735,1
3101,blend8,31,42,42,4,8762,0.13369954985885404,1
3102,blend8,17,98,98,4,8765,0.13374532692454413,3
3103,blend8,13,47,47,2,8768,0.13379110399023422,3
3104,blend8,28,37,37,2,8769,0.13380636301213092,1
3105,blend8,12,120,120,4,8771,0.1338368810559243,2
3106,blend8,9,131,131,4,8773,0.1338673990997177,2
3107,blend8,10,68,68,3,8774,0.1338826581216144,1
3108,blend8,11,39,39,1,8775,0.1338979171435111,1
3109,blend8,26,45,45,3,8776,0.1339131761654078,1
3110,blend8,3,79,79,3,8779,0.13395895323109788,3
3111,blend8,24,40,40,2,8780,0.13397421225299458,1
3112,blend8,3,41,41,1,8783,0.13401998931868467,3
3113,blend8,20,87,87,4,8785,0.13405050736247806,2
3114,blend8,27,38,38,2,8787,0.13408102540627145,2
3115,blend8,4,153,153,4,8791,0.13414206149385824,4
3116,blend8,8,50,50,2,8792,0.13415732051575494,1
3117,blend8,31,35,35,2,8797,0.13423361562523842,5
3118,blend8,11,48,48,2,8798,0.1342488746471351,1
3119,blend8,14,63,63,3,8799,0.1342641336690318,1
3120,blend8,5,76,76,3,8800,0.1342793926909285,1
3121,blend8,15,38,38,1,8801,0.1342946517128252,1
3122,blend8,10,69,69,3,8802,0.1343099107347219,1
3123,blend8,7,51,51,2,8804,0.1343404287785153,2
3124,blend8,16,45,45,2,8806,0.13437094682230868,2
3125,blend8,16,60,60,3,8809,0.13441672388799877,3
3126,blend8,7,40,40,1,8811,0.13444724193179217,2
3127,blend8,19,43,43,2,8813,0.13447775997558556,2
3128,blend8,4,154,154,4,8814,0.13449301899748226,1
3129,blend8,0,56,56,2,8817,0.13453879606317234,3
3130,blend8,16,105,105,4,8818,0.13455405508506904,1
3131,blend8,28,35,35,1,8820,0.13458457312886243,2
3132,blend8,9,132,132,4,8821,0.13459983215075913,1
3133,fill8,0,33,33,0,8823,0.13463035019455252,2
3134,blend8,2,82,82,3,8825,0.13466086823834592,2
3135,blend8,19,37,37,1,8827,0.1346913862821393,2
3136,blend8,23,77,77,4,8830,0.1347371633478294,3
3137,blend8,6,145,145,4,8831,0.1347524223697261,1
3138,blend8,9,50,50,2,8832,0.1347676813916228,1
3139,blend8,1,165,165,4,8833,0.1347829404135195,1
3140,blend8,1,56,56,2,8834,0.13479819943541618,1
3141,blend8,29,52,52,4,8835,0.13481345845731288,1
3142,blend8,25,36,36,1,8837,0.13484397650110627,2
3143,blend8,26,39,39,2,8842,0.13492027161058975,5
3144,blend8,18,44,44,2,8844,0.13495078965438315,2
3145,blend8,3,80,80,3,8846,0.13498130769817654,2
3146,blend8,16,38,38,1,8849,0.13502708476386663,3
3147,blend8,33,34,34,4,8850,0.13504234378576332,1
3148,blend8,32,34,34,1,8851,0.13505760280766002,1
3149,blend8,3,158,158,4,8852,0.13507286182955672,1
3150,blend8,13,65,65,3,8853,0.1350881208514534,1
3151,blend8,20,54,54,3,8856,0.1351338979171435,3
3152,blend8,23,36,36,1,8858,0.1351644159609369,2
3153,blend8,2,55,55,2,8862,0.13522545204852368,4
3154,blend8,4,41,41,1,8863,0.13524071107042038,1
3155,blend8,5,77,77,3,8868,0.13531700617990386,5
3156,blend8,15,108,108,4,8869,0.13533226520180056,1
3157,blend8,20,37,37,1,8870,0.13534752422369725,1
3158,blend8,6,52,52,2,8872,0.13537804226749064,2
3159,blend8,15,62,62,3,8874,0.13540856031128404,2
3160,blend8,26,46,46,3,8875,0.13542381933318073,1
3161,blend8,23,50,50,3,8877,0.13545433737697413,2
3162,blend8,11,49,49,2,8879,0.13548485542076752,2
3163,blend8,10,129,129,4,8880,0.13550011444266422,1
3164,blend8,8,137,137,4,8881,0.1355153734645609,1
3165,blend8,9,133,133,4,8882,0.1355306324864576,1
3166,blend8,26,36,36,1,8884,0.135561150530251,2
3167,blend8,2,42,42,1,8886,0.1355916685740444,2
3168,blend8,14,47,47,2,8889,0.13563744563973448,3
3169,blend8,21,42,42,2,8891,0.13566796368352788,2
3170,blend8,18,57,57,3,8893,0.13569848172732127,2
3171,blend8,3,159,159,4,8894,0.13571374074921796,1
3172,blend8,29,35,35,1,8895,0.13572899977111466,1
3173,blend8,25,40,40,2,8896,0.13574425879301136,1
3174,blend8,10,50,50,2,8898,0.13577477683680475,2
3175,blend8,24,73,73,4,8900,0.13580529488059814,2
3176,blend8,32,35,35,2,8901,0.13582055390249484,1
3177,blend8,12,39,39,1,8903,0.13585107194628823,2
3178,blend8,17,38,38,1,8905,0.13588158999008162,2
3179,blend8,4,155,155,4,8906,0.13589684901197832,1
3180,blend8,33,34,34,2,8908,0.13592736705577171,2
3181,blend8,0,84,84,3,8909,0.1359426260776684,1
3182,blend8,0,42,42,1,8910,0.1359578850995651,1
3183,blend8,17,101,101,4,8911,0.1359731441214618,1
3184,blend8,4,54,54,2,8912,0.1359884031433585,1
3185,blend8,17,45,45,2,8914,0.1360189211871519,2
3186,blend8,24,36,36,1,8915,0.1360341802090486,1
3187,blend8,1,42,42,1,8917,0.13606469825284198,2
3188,blend8,7,74,74,3,8918,0.13607995727473868,1
3189,blend8,5,53,53,2,8919,0.13609521629663537,1
3190,blend8,5,151,151,4,8921,0.13612573434042877,2
3191,blend8,7,142,142,4,8922,0.13614099336232546,1
3192,blend8,21,37,37,1,8924,0.13617151140611886,2
3193,blend8,10,40,40,1,8926,0.13620202944991225,2
3194,blend8,27,63,63,4,8927,0.13621728847180894,1
3195,blend8,14,39,39,1,8931,0.13627832455939573,4
3196,blend8,13,48,48,2,8933,0.13630884260318912,2
3197,blend8,20,55,55,3,8934,0.13632410162508582,1
3198,blend8,27,39,39,2,8936,0.1363546196688792,2
3199,blend8,30,50,50,4,8938,0.1363851377126726,2
3200,blend8,5,41,41,1,8940,0.136415655756466,2
3201,blend8,3,160,160,4,8941,0.1364309147783627,1
3202,blend8,16,106,106,4,8943,0.1364614328221561,2
